transaction_id,store_id,product_id,customer_id,date,quantity,revenue,category,price,discount,region,manager,footfall,key_1,week,TV,Online,Print
T00188,S012,P0012,C00075,2023-09-24,1,345.16,Home,486.14,0.29,South,Manager_12,4965,2023-09-18,2023-09-24,6308,3462,2130
T00189,S013,P0018,C00243,2023-06-30,3,806.0,Books,358.22,0.25,East,Manager_13,1135,2023-06-26,2023-07-02,9872,6429,1109
T00190,S013,P0015,C00223,2023-12-26,3,354.28,Toys,125.63,0.06,East,Manager_13,1135,2023-12-25,2023-12-31,1298,1923,4732
T00191,S015,P0080,C00070,2023-03-09,3,378.26,Toys,128.66,0.02,South,Manager_15,2182,2023-03-06,2023-03-12,9430,7447,2845
T00192,S016,P0027,C00211,2023-12-17,3,817.45,Home,306.16,0.11,East,Manager_16,619,2023-12-11,2023-12-17,3035,4271,1357
T00193,S011,P0072,C00101,2023-11-17,4,1167.82,Books,320.83,0.09,East,Manager_11,4864,2023-11-13,2023-11-19,5085,7828,670
T00194,S005,P0060,C00186,2023-02-18,1,41.38,Clothing,41.8,0.01,East,Manager_5,3624,2023-02-13,2023-02-19,6593,4672,2381
T00195,S004,P0046,C00132,2023-06-24,1,301.18,Electronics,327.37,0.08,East,Manager_4,3160,2023-06-19,2023-06-25,4629,6919,3972
T00196,S003,P0089,C00111,2023-02-21,1,277.25,Toys,350.95,0.21,East,Manager_3,2991,2023-02-20,2023-02-26,9713,2887,3052
T00197,S019,P0017,C00132,2023-04-12,3,70.65,Toys,29.81,0.21,South,Manager_19,1869,2023-04-10,2023-04-16,1016,6182,4848
T00198,S020,P0093,C00020,2023-08-04,4,1319.13,Home,358.46,0.08,South,Manager_20,1240,2023-07-31,2023-08-06,8910,7034,3906
T00199,S018,P0053,C00024,2023-07-07,3,848.77,Toys,349.29,0.19,North,Manager_18,4175,2023-07-03,2023-07-09,3418,5198,1501
T00200,S015,P0008,C00227,2023-02-26,3,638.45,Home,299.74,0.29,South,Manager_15,2182,2023-02-20,2023-02-26,2012,1186,2381
T00201,S009,P0079,C00154,2023-02-16,1,137.61,Toys,191.13,0.28,West,Manager_9,1491,2023-02-13,2023-02-19,2966,1375,762
T00202,S017,P0027,C00293,2023-06-08,3,817.45,Home,306.16,0.11,South,Manager_17,1330,2023-06-05,2023-06-11,6555,5556,3592
T00203,S014,P0046,C00230,2023-06-23,2,602.36,Electronics,327.37,0.08,North,Manager_14,2193,2023-06-19,2023-06-25,4558,2580,1461
T00204,S015,P0050,C00202,2023-08-30,3,198.59,Toys,90.68,0.27,South,Manager_15,2182,2023-08-28,2023-09-03,2859,4036,3871
T00205,S001,P0071,C00038,2023-10-09,2,351.0,Electronics,179.08,0.02,South,Manager_1,2215,2023-10-09,2023-10-15,7337,3363,643
T00206,S003,P0003,C00260,2023-08-29,3,649.25,Home,230.23,0.06,East,Manager_3,2991,2023-08-28,2023-09-03,8774,4861,2485
T00207,S016,P0093,C00188,2023-01-05,4,1319.13,Home,358.46,0.08,East,Manager_16,619,2023-01-02,2023-01-08,8845,4867,943
T00208,S011,P0064,C00057,2023-03-25,4,1048.31,Clothing,359.01,0.27,East,Manager_11,4864,2023-03-20,2023-03-26,3172,5966,779
T00209,S012,P0044,C00020,2023-11-04,1,386.2,Clothing,454.35,0.15,South,Manager_12,4965,2023-10-30,2023-11-05,6002,1886,840
T00210,S010,P0053,C00273,2023-12-27,3,848.77,Toys,349.29,0.19,East,Manager_10,4642,2023-12-25,2023-12-31,1298,1923,4732
T00211,S016,P0024,C00119,2023-09-05,2,434.74,Electronics,286.01,0.24,East,Manager_16,619,2023-09-04,2023-09-10,5932,5603,3278
T00212,S008,P0060,C00071,2023-02-23,2,82.76,Clothing,41.8,0.01,South,Manager_8,1376,2023-02-20,2023-02-26,2012,1186,2381
T00213,S006,P0003,C00004,2023-06-10,3,649.25,Home,230.23,0.06,West,Manager_6,3551,2023-06-05,2023-06-11,9697,5517,3658
T00214,S012,P0020,C00221,2023-08-14,2,396.48,Toys,225.27,0.12,South,Manager_12,4965,2023-08-14,2023-08-20,9579,4121,2373
T00215,S008,P0046,C00014,2023-01-15,4,1204.72,Electronics,327.37,0.08,South,Manager_8,1376,2023-01-09,2023-01-15,6578,6642,2120
T00216,S004,P0015,C00003,2023-08-12,2,236.18,Toys,125.63,0.06,East,Manager_4,3160,2023-08-07,2023-08-13,5571,5178,2737
T00217,S008,P0025,C00216,2023-03-02,1,280.64,Electronics,350.8,0.2,South,Manager_8,1376,2023-02-27,2023-03-05,7799,7405,930
T00218,S018,P0094,C00229,2023-05-02,4,1333.84,Home,406.66,0.18,North,Manager_18,4175,2023-05-01,2023-05-07,2895,7039,4740
T00219,S005,P0078,C00186,2023-10-04,4,148.86,Toys,49.62,0.25,East,Manager_5,3624,2023-10-02,2023-10-08,2986,3240,4466
T00220,S009,P0071,C00055,2023-02-15,4,701.99,Electronics,179.08,0.02,West,Manager_9,1491,2023-02-13,2023-02-19,2966,1375,762
T00221,S004,P0017,C00254,2023-10-21,3,70.65,Toys,29.81,0.21,East,Manager_4,3160,2023-10-16,2023-10-22,8493,5103,2576
T00222,S017,P0084,C00024,2023-03-03,3,566.96,Books,205.42,0.08,South,Manager_17,1330,2023-02-27,2023-03-05,7799,7405,930
T00223,S009,P0100,C00162,2023-03-27,4,1480.09,Electronics,420.48,0.12,West,Manager_9,1491,2023-03-27,2023-04-02,4637,3163,4855
T00224,S001,P0009,C00158,2023-07-29,3,368.76,Home,144.61,0.15,South,Manager_1,2215,2023-07-24,2023-07-30,1691,5019,1431
T00225,S020,P0038,C00082,2023-03-19,2,222.38,Books,117.04,0.05,South,Manager_20,1240,2023-03-13,2023-03-19,1075,2356,2830
T00226,S013,P0048,C00159,2023-07-21,3,389.28,Books,182.76,0.29,East,Manager_13,1135,2023-07-17,2023-07-23,7911,7010,2753
T00227,S016,P0060,C00188,2023-10-29,3,124.15,Clothing,41.8,0.01,East,Manager_16,619,2023-10-23,2023-10-29,6231,3994,4244
T00228,S013,P0063,C00060,2023-08-11,4,1292.38,Books,351.19,0.08,East,Manager_13,1135,2023-08-07,2023-08-13,5571,5178,2737
T00229,S014,P0086,C00211,2023-08-10,1,361.07,Electronics,401.19,0.1,North,Manager_14,2193,2023-08-07,2023-08-13,5266,7316,3210
T00230,S003,P0002,C00152,2023-01-03,1,332.69,Books,426.52,0.22,East,Manager_3,2991,2023-01-02,2023-01-08,8845,4867,943
T00231,S006,P0088,C00109,2023-01-06,1,248.66,Electronics,259.02,0.04,West,Manager_6,3551,2023-01-02,2023-01-08,7582,5045,2302
T00232,S018,P0072,C00076,2023-04-03,2,583.91,Books,320.83,0.09,North,Manager_18,4175,2023-04-03,2023-04-09,8566,5114,1503
T00233,S019,P0011,C00030,2023-01-08,3,415.02,Toys,197.63,0.3,South,Manager_19,1869,2023-01-02,2023-01-08,9307,3095,2301
T00234,S005,P0064,C00117,2023-08-23,1,262.08,Clothing,359.01,0.27,East,Manager_5,3624,2023-08-21,2023-08-27,7394,3338,825
T00235,S015,P0077,C00192,2023-04-18,4,1057.48,Electronics,300.42,0.12,South,Manager_15,2182,2023-04-17,2023-04-23,1464,5471,2327
T00236,S002,P0081,C00019,2023-06-10,1,379.33,Books,403.54,0.06,West,Manager_2,4354,2023-06-05,2023-06-11,9697,5517,3658
T00237,S010,P0072,C00173,2023-07-28,1,291.96,Books,320.83,0.09,East,Manager_10,4642,2023-07-24,2023-07-30,5942,5138,1364
T00238,S018,P0021,C00228,2023-08-28,3,238.36,Clothing,108.84,0.27,North,Manager_18,4175,2023-08-28,2023-09-03,4164,3966,2553
T00239,S013,P0018,C00183,2023-11-27,3,806.0,Books,358.22,0.25,East,Manager_13,1135,2023-11-27,2023-12-03,2499,3099,2658
T00240,S005,P0094,C00113,2023-11-29,3,1000.38,Home,406.66,0.18,East,Manager_5,3624,2023-11-27,2023-12-03,2499,3099,2658
T00241,S001,P0064,C00183,2023-02-19,2,524.15,Clothing,359.01,0.27,South,Manager_1,2215,2023-02-13,2023-02-19,9432,6874,2053
T00242,S001,P0082,C00146,2023-01-11,2,384.72,Electronics,240.45,0.2,South,Manager_1,2215,2023-01-09,2023-01-15,6578,6642,2120
T00243,S018,P0095,C00116,2023-12-17,1,177.23,Electronics,180.85,0.02,North,Manager_18,4175,2023-12-11,2023-12-17,3971,3017,2915
T00244,S015,P0038,C00113,2023-06-05,3,333.56,Books,117.04,0.05,South,Manager_15,2182,2023-06-05,2023-06-11,6555,5556,3592
T00245,S017,P0032,C00251,2023-03-11,1,297.87,Toys,350.44,0.15,South,Manager_17,1330,2023-03-06,2023-03-12,9430,7447,2845
T00246,S011,P0011,C00251,2023-06-18,4,553.36,Toys,197.63,0.3,East,Manager_11,4864,2023-06-12,2023-06-18,8148,4213,2864
T00247,S017,P0045,C00118,2023-09-29,4,464.42,Clothing,143.34,0.19,South,Manager_17,1330,2023-09-25,2023-10-01,1287,6953,4782
T00248,S013,P0089,C00161,2023-03-09,3,831.75,Toys,350.95,0.21,East,Manager_13,1135,2023-03-06,2023-03-12,5673,5416,3979
T00249,S001,P0033,C00198,2023-12-21,3,1152.13,Toys,441.43,0.13,South,Manager_1,2215,2023-12-18,2023-12-24,8498,7636,511
T00250,S002,P0041,C00260,2023-09-09,4,527.06,Toys,168.93,0.22,West,Manager_2,4354,2023-09-04,2023-09-10,5399,6037,4557
T00251,S009,P0008,C00148,2023-02-17,3,638.45,Home,299.74,0.29,West,Manager_9,1491,2023-02-13,2023-02-19,2966,1375,762
T00252,S003,P0011,C00240,2023-07-03,2,276.68,Toys,197.63,0.3,East,Manager_3,2991,2023-07-03,2023-07-09,8940,3156,4366
T00253,S001,P0086,C00047,2023-11-16,2,722.14,Electronics,401.19,0.1,South,Manager_1,2215,2023-11-13,2023-11-19,9497,1907,3154
T00254,S016,P0051,C00198,2023-07-06,3,709.14,Toys,271.7,0.13,East,Manager_16,619,2023-07-03,2023-07-09,8940,3156,4366
T00255,S006,P0088,C00047,2023-03-31,4,994.64,Electronics,259.02,0.04,West,Manager_6,3551,2023-03-27,2023-04-02,4637,3163,4855
T00256,S017,P0041,C00078,2023-11-28,1,131.77,Toys,168.93,0.22,South,Manager_17,1330,2023-11-27,2023-12-03,8135,1320,4559
T00257,S005,P0017,C00124,2023-05-19,3,70.65,Toys,29.81,0.21,East,Manager_5,3624,2023-05-15,2023-05-21,1662,1479,4718
T00258,S005,P0076,C00075,2023-12-23,3,750.06,Clothing,280.92,0.11,East,Manager_5,3624,2023-12-18,2023-12-24,4823,7770,1549
T00259,S006,P0046,C00137,2023-03-30,1,301.18,Electronics,327.37,0.08,West,Manager_6,3551,2023-03-27,2023-04-02,4637,3163,4855
T00260,S003,P0032,C00090,2023-10-01,3,893.62,Toys,350.44,0.15,East,Manager_3,2991,2023-09-25,2023-10-01,7754,4603,2081
T00261,S005,P0079,C00061,2023-01-19,1,137.61,Toys,191.13,0.28,East,Manager_5,3624,2023-01-16,2023-01-22,2015,2384,1897
T00262,S005,P0080,C00138,2023-11-07,4,504.35,Toys,128.66,0.02,East,Manager_5,3624,2023-11-06,2023-11-12,4144,6798,742
T00263,S010,P0054,C00050,2023-12-24,2,227.22,Books,142.01,0.2,East,Manager_10,4642,2023-12-18,2023-12-24,4823,7770,1549
T00264,S010,P0086,C00259,2023-06-03,4,1444.28,Electronics,401.19,0.1,East,Manager_10,4642,2023-05-29,2023-06-04,6874,6581,4314
T00265,S019,P0092,C00107,2023-09-17,2,205.18,Electronics,117.92,0.13,South,Manager_19,1869,2023-09-11,2023-09-17,5675,2170,989
T00266,S017,P0020,C00113,2023-04-18,1,198.24,Toys,225.27,0.12,South,Manager_17,1330,2023-04-17,2023-04-23,1464,5471,2327
T00267,S014,P0033,C00254,2023-10-12,2,768.09,Toys,441.43,0.13,North,Manager_14,2193,2023-10-09,2023-10-15,1808,1978,2963
T00268,S009,P0074,C00118,2023-02-28,4,994.19,Clothing,270.16,0.08,West,Manager_9,1491,2023-02-27,2023-03-05,8833,2893,4134
T00269,S014,P0040,C00198,2023-05-05,2,690.78,Clothing,442.81,0.22,North,Manager_14,2193,2023-05-01,2023-05-07,2895,7039,4740
T00270,S001,P0032,C00051,2023-12-20,1,297.87,Toys,350.44,0.15,South,Manager_1,2215,2023-12-18,2023-12-24,8498,7636,511
T00271,S019,P0097,C00245,2023-09-30,2,762.79,Books,470.86,0.19,South,Manager_19,1869,2023-09-25,2023-10-01,1287,6953,4782
T00272,S013,P0002,C00035,2023-04-17,3,998.06,Books,426.52,0.22,East,Manager_13,1135,2023-04-17,2023-04-23,5427,6269,4631
T00273,S013,P0097,C00069,2023-10-26,4,1525.59,Books,470.86,0.19,East,Manager_13,1135,2023-10-23,2023-10-29,6231,3994,4244
T00274,S004,P0033,C00049,2023-09-02,3,1152.13,Toys,441.43,0.13,East,Manager_4,3160,2023-08-28,2023-09-03,8774,4861,2485
T00275,S001,P0077,C00074,2023-12-02,1,264.37,Electronics,300.42,0.12,South,Manager_1,2215,2023-11-27,2023-12-03,8135,1320,4559
T00276,S017,P0030,C00192,2023-09-04,2,859.04,Toys,472.0,0.09,South,Manager_17,1330,2023-09-04,2023-09-10,6929,7792,2682
T00277,S008,P0033,C00261,2023-01-08,3,1152.13,Toys,441.43,0.13,South,Manager_8,1376,2023-01-02,2023-01-08,9307,3095,2301
T00278,S002,P0077,C00070,2023-05-21,3,793.11,Electronics,300.42,0.12,West,Manager_2,4354,2023-05-15,2023-05-21,1272,4010,2273
T00279,S008,P0026,C00090,2023-12-28,2,129.93,Home,78.27,0.17,South,Manager_8,1376,2023-12-25,2023-12-31,1194,3537,3342
T00280,S007,P0022,C00260,2023-01-08,2,664.4,Books,448.92,0.26,South,Manager_7,504,2023-01-02,2023-01-08,9307,3095,2301
T00281,S002,P0066,C00126,2023-12-18,4,1416.85,Toys,498.89,0.29,West,Manager_2,4354,2023-12-18,2023-12-24,1421,6540,1709
T00282,S003,P0038,C00231,2023-04-04,3,333.56,Books,117.04,0.05,East,Manager_3,2991,2023-04-03,2023-04-09,8825,2751,4481
T00283,S018,P0090,C00295,2023-11-17,3,1072.19,Home,430.6,0.17,North,Manager_18,4175,2023-11-13,2023-11-19,6634,6512,2623
T00284,S012,P0046,C00129,2023-02-08,1,301.18,Electronics,327.37,0.08,South,Manager_12,4965,2023-02-06,2023-02-12,7197,4066,1283
T00285,S001,P0015,C00280,2023-03-22,4,472.37,Toys,125.63,0.06,South,Manager_1,2215,2023-03-20,2023-03-26,5686,7215,2402
T00286,S012,P0098,C00100,2023-07-06,1,192.52,Clothing,204.81,0.06,South,Manager_12,4965,2023-07-03,2023-07-09,9975,1949,4439
T00287,S005,P0044,C00297,2023-03-25,3,1158.59,Clothing,454.35,0.15,East,Manager_5,3624,2023-03-20,2023-03-26,3172,5966,779
T00288,S017,P0049,C00182,2023-03-29,1,135.44,Clothing,159.34,0.15,South,Manager_17,1330,2023-03-27,2023-04-02,5670,5987,2559
T00289,S016,P0075,C00174,2023-08-30,3,585.0,Books,229.41,0.15,East,Manager_16,619,2023-08-28,2023-09-03,8774,4861,2485
T00290,S015,P0061,C00188,2023-12-08,3,282.28,Clothing,134.42,0.3,South,Manager_15,2182,2023-12-04,2023-12-10,6300,7761,1631
T00291,S015,P0067,C00057,2023-04-03,1,126.65,Clothing,140.72,0.1,South,Manager_15,2182,2023-04-03,2023-04-09,1140,2789,4126
T00292,S005,P0006,C00031,2023-03-27,1,314.09,Clothing,337.73,0.07,East,Manager_5,3624,2023-03-27,2023-04-02,4977,3669,3393
T00293,S014,P0009,C00084,2023-02-13,2,245.84,Home,144.61,0.15,North,Manager_14,2193,2023-02-13,2023-02-19,7509,2262,571
T00294,S002,P0006,C00152,2023-05-17,2,628.18,Clothing,337.73,0.07,West,Manager_2,4354,2023-05-15,2023-05-21,1272,4010,2273
T00295,S011,P0073,C00036,2023-03-15,2,645.87,Books,343.55,0.06,East,Manager_11,4864,2023-03-13,2023-03-19,2409,2694,1026
T00296,S019,P0095,C00213,2023-02-05,3,531.7,Electronics,180.85,0.02,South,Manager_19,1869,2023-01-30,2023-02-05,6695,7401,1477
T00297,S007,P0032,C00106,2023-04-11,1,297.87,Toys,350.44,0.15,South,Manager_7,504,2023-04-10,2023-04-16,1016,6182,4848
T00298,S006,P0041,C00220,2023-06-05,4,527.06,Toys,168.93,0.22,West,Manager_6,3551,2023-06-05,2023-06-11,9697,5517,3658
T00299,S002,P0076,C00163,2023-09-12,3,750.06,Clothing,280.92,0.11,West,Manager_2,4354,2023-09-11,2023-09-17,9111,4715,1801
T00300,S006,P0008,C00220,2023-06-20,4,851.26,Home,299.74,0.29,West,Manager_6,3551,2023-06-19,2023-06-25,2192,5425,1964
T00301,S018,P0072,C00270,2023-08-04,1,291.96,Books,320.83,0.09,North,Manager_18,4175,2023-07-31,2023-08-06,1422,7715,4181
T00302,S002,P0050,C00120,2023-06-19,3,198.59,Toys,90.68,0.27,West,Manager_2,4354,2023-06-19,2023-06-25,2192,5425,1964
T00303,S018,P0092,C00182,2023-09-09,4,410.36,Electronics,117.92,0.13,North,Manager_18,4175,2023-09-04,2023-09-10,9479,6737,3717
T00304,S015,P0062,C00106,2023-12-26,4,450.54,Toys,130.97,0.14,South,Manager_15,2182,2023-12-25,2023-12-31,1194,3537,3342
T00305,S019,P0084,C00217,2023-11-18,2,377.97,Books,205.42,0.08,South,Manager_19,1869,2023-11-13,2023-11-19,9497,1907,3154
T00306,S002,P0062,C00205,2023-02-24,2,225.27,Toys,130.97,0.14,West,Manager_2,4354,2023-02-20,2023-02-26,5362,7502,3888
T00307,S020,P0007,C00070,2023-04-01,2,638.97,Home,336.3,0.05,South,Manager_20,1240,2023-03-27,2023-04-02,5670,5987,2559
T00308,S006,P0075,C00044,2023-10-05,3,585.0,Books,229.41,0.15,West,Manager_6,3551,2023-10-02,2023-10-08,2478,7396,756
T00309,S001,P0084,C00228,2023-04-11,1,188.99,Books,205.42,0.08,South,Manager_1,2215,2023-04-10,2023-04-16,1016,6182,4848
T00310,S015,P0080,C00184,2023-06-04,1,126.09,Toys,128.66,0.02,South,Manager_15,2182,2023-05-29,2023-06-04,4982,5323,4513
T00311,S010,P0004,C00107,2023-12-15,2,95.34,Books,56.75,0.16,East,Manager_10,4642,2023-12-11,2023-12-17,3035,4271,1357
T00312,S019,P0006,C00084,2023-12-30,2,628.18,Clothing,337.73,0.07,South,Manager_19,1869,2023-12-25,2023-12-31,1194,3537,3342
T00313,S017,P0058,C00250,2023-05-21,2,470.56,Clothing,283.47,0.17,South,Manager_17,1330,2023-05-15,2023-05-21,2094,7124,3695
T00314,S005,P0022,C00021,2023-06-22,4,1328.8,Books,448.92,0.26,East,Manager_5,3624,2023-06-19,2023-06-25,4629,6919,3972
T00315,S004,P0026,C00196,2023-01-10,2,129.93,Home,78.27,0.17,East,Manager_4,3160,2023-01-09,2023-01-15,1297,5903,1344
T00316,S010,P0003,C00178,2023-08-16,4,865.66,Home,230.23,0.06,East,Manager_10,4642,2023-08-14,2023-08-20,5054,5895,1435
T00317,S017,P0041,C00007,2023-09-22,1,131.77,Toys,168.93,0.22,South,Manager_17,1330,2023-09-18,2023-09-24,6308,3462,2130
T00318,S010,P0060,C00070,2023-09-05,3,124.15,Clothing,41.8,0.01,East,Manager_10,4642,2023-09-04,2023-09-10,5932,5603,3278
T00319,S017,P0014,C00127,2023-09-04,3,807.3,Clothing,363.65,0.26,South,Manager_17,1330,2023-09-04,2023-09-10,6929,7792,2682
T00320,S020,P0075,C00160,2023-06-04,3,585.0,Books,229.41,0.15,South,Manager_20,1240,2023-05-29,2023-06-04,4982,5323,4513
T00321,S005,P0082,C00248,2023-02-03,3,577.08,Electronics,240.45,0.2,East,Manager_5,3624,2023-01-30,2023-02-05,2260,1184,2910
T00322,S002,P0012,C00203,2023-05-09,4,1380.64,Home,486.14,0.29,West,Manager_2,4354,2023-05-08,2023-05-14,4618,1797,4943
T00323,S006,P0087,C00148,2023-06-09,4,251.55,Electronics,83.85,0.25,West,Manager_6,3551,2023-06-05,2023-06-11,9697,5517,3658
T00324,S002,P0012,C00143,2023-03-30,2,690.32,Home,486.14,0.29,West,Manager_2,4354,2023-03-27,2023-04-02,4637,3163,4855
T00325,S013,P0013,C00199,2023-04-03,4,1414.22,Books,425.97,0.17,East,Manager_13,1135,2023-04-03,2023-04-09,8825,2751,4481
T00326,S011,P0025,C00154,2023-11-23,2,561.28,Electronics,350.8,0.2,East,Manager_11,4864,2023-11-20,2023-11-26,9844,7028,4012
T00327,S011,P0045,C00142,2023-08-29,2,232.21,Clothing,143.34,0.19,East,Manager_11,4864,2023-08-28,2023-09-03,8774,4861,2485
T00328,S016,P0019,C00165,2023-11-19,3,142.83,Electronics,64.34,0.26,East,Manager_16,619,2023-11-13,2023-11-19,5085,7828,670
T00329,S011,P0055,C00021,2023-04-27,4,383.68,Home,129.62,0.26,East,Manager_11,4864,2023-04-24,2023-04-30,8189,7349,3186
T00330,S019,P0100,C00082,2023-04-04,4,1480.09,Electronics,420.48,0.12,South,Manager_19,1869,2023-04-03,2023-04-09,1140,2789,4126
T00331,S015,P0045,C00069,2023-06-12,2,232.21,Clothing,143.34,0.19,South,Manager_15,2182,2023-06-12,2023-06-18,5159,7308,2574
T00332,S016,P0008,C00131,2023-04-09,2,425.63,Home,299.74,0.29,East,Manager_16,619,2023-04-03,2023-04-09,8825,2751,4481
T00333,S011,P0093,C00087,2023-04-23,1,329.78,Home,358.46,0.08,East,Manager_11,4864,2023-04-17,2023-04-23,5427,6269,4631
T00334,S016,P0053,C00218,2023-12-25,1,282.92,Toys,349.29,0.19,East,Manager_16,619,2023-12-25,2023-12-31,1298,1923,4732
T00335,S008,P0055,C00161,2023-04-01,2,191.84,Home,129.62,0.26,South,Manager_8,1376,2023-03-27,2023-04-02,5670,5987,2559
T00336,S004,P0032,C00178,2023-12-12,1,297.87,Toys,350.44,0.15,East,Manager_4,3160,2023-12-11,2023-12-17,3035,4271,1357
T00337,S008,P0051,C00117,2023-07-25,1,236.38,Toys,271.7,0.13,South,Manager_8,1376,2023-07-24,2023-07-30,1691,5019,1431
T00338,S004,P0044,C00196,2023-01-17,2,772.4,Clothing,454.35,0.15,East,Manager_4,3160,2023-01-16,2023-01-22,2015,2384,1897
T00339,S003,P0082,C00086,2023-10-01,2,384.72,Electronics,240.45,0.2,East,Manager_3,2991,2023-09-25,2023-10-01,7754,4603,2081
T00340,S003,P0070,C00289,2023-06-22,4,74.38,Toys,26.19,0.29,East,Manager_3,2991,2023-06-19,2023-06-25,4629,6919,3972
T00341,S018,P0018,C00081,2023-04-26,2,537.33,Books,358.22,0.25,North,Manager_18,4175,2023-04-24,2023-04-30,9095,7265,2591
T00342,S019,P0083,C00152,2023-12-15,2,875.55,Books,491.88,0.11,South,Manager_19,1869,2023-12-11,2023-12-17,7553,5042,3867
T00343,S019,P0022,C00061,2023-06-30,3,996.6,Books,448.92,0.26,South,Manager_19,1869,2023-06-26,2023-07-02,4969,3965,4819
T00344,S005,P0037,C00061,2023-04-01,4,794.58,Home,233.7,0.15,East,Manager_5,3624,2023-03-27,2023-04-02,4977,3669,3393
T00345,S018,P0096,C00028,2023-03-23,4,228.52,Home,57.13,0.0,North,Manager_18,4175,2023-03-20,2023-03-26,9901,3618,1911
T00346,S010,P0056,C00043,2023-11-20,4,343.95,Electronics,92.46,0.07,East,Manager_10,4642,2023-11-20,2023-11-26,9844,7028,4012
T00347,S006,P0059,C00169,2023-04-24,3,480.2,Toys,207.88,0.23,West,Manager_6,3551,2023-04-24,2023-04-30,5633,1920,1577
T00348,S001,P0003,C00086,2023-09-14,2,432.83,Home,230.23,0.06,South,Manager_1,2215,2023-09-11,2023-09-17,5675,2170,989
T00349,S005,P0028,C00177,2023-02-27,4,790.62,Clothing,274.52,0.28,East,Manager_5,3624,2023-02-27,2023-03-05,4809,6807,4655
T00350,S009,P0074,C00017,2023-06-03,4,994.19,Clothing,270.16,0.08,West,Manager_9,1491,2023-05-29,2023-06-04,1506,6678,743
T00351,S012,P0035,C00098,2023-12-31,1,147.12,Home,154.86,0.05,South,Manager_12,4965,2023-12-25,2023-12-31,1194,3537,3342
T00352,S014,P0061,C00198,2023-04-26,4,376.38,Clothing,134.42,0.3,North,Manager_14,2193,2023-04-24,2023-04-30,9095,7265,2591
T00353,S002,P0093,C00098,2023-12-09,2,659.57,Home,358.46,0.08,West,Manager_2,4354,2023-12-04,2023-12-10,9462,5865,4456
T00354,S017,P0054,C00065,2023-09-23,2,227.22,Books,142.01,0.2,South,Manager_17,1330,2023-09-18,2023-09-24,6308,3462,2130
T00355,S014,P0063,C00005,2023-11-11,1,323.09,Books,351.19,0.08,North,Manager_14,2193,2023-11-06,2023-11-12,9970,1972,3310
T00356,S013,P0079,C00002,2023-07-22,4,550.45,Toys,191.13,0.28,East,Manager_13,1135,2023-07-17,2023-07-23,7911,7010,2753
T00357,S009,P0097,C00022,2023-02-10,4,1525.59,Books,470.86,0.19,West,Manager_9,1491,2023-02-06,2023-02-12,2466,7195,4457
T00358,S015,P0007,C00112,2023-04-15,4,1277.94,Home,336.3,0.05,South,Manager_15,2182,2023-04-10,2023-04-16,1016,6182,4848
T00359,S015,P0076,C00057,2023-07-12,3,750.06,Clothing,280.92,0.11,South,Manager_15,2182,2023-07-10,2023-07-16,1044,2810,2581
T00360,S011,P0049,C00066,2023-10-05,4,541.76,Clothing,159.34,0.15,East,Manager_11,4864,2023-10-02,2023-10-08,2986,3240,4466
T00361,S016,P0094,C00098,2023-12-20,2,666.92,Home,406.66,0.18,East,Manager_16,619,2023-12-18,2023-12-24,4823,7770,1549
T00362,S017,P0085,C00144,2023-08-25,2,746.29,Electronics,410.05,0.09,South,Manager_17,1330,2023-08-21,2023-08-27,7781,4748,777
T00363,S004,P0031,C00125,2023-08-09,3,828.39,Home,303.44,0.09,East,Manager_4,3160,2023-08-07,2023-08-13,5571,5178,2737
T00364,S001,P0058,C00167,2023-03-09,3,705.84,Clothing,283.47,0.17,South,Manager_1,2215,2023-03-06,2023-03-12,9430,7447,2845
T00365,S008,P0061,C00086,2023-07-16,4,376.38,Clothing,134.42,0.3,South,Manager_8,1376,2023-07-10,2023-07-16,1044,2810,2581
T00366,S017,P0024,C00076,2023-09-13,1,217.37,Electronics,286.01,0.24,South,Manager_17,1330,2023-09-11,2023-09-17,5675,2170,989
T00367,S003,P0020,C00294,2023-05-19,3,594.71,Toys,225.27,0.12,East,Manager_3,2991,2023-05-15,2023-05-21,1662,1479,4718
T00368,S020,P0037,C00059,2023-11-08,3,595.93,Home,233.7,0.15,South,Manager_20,1240,2023-11-06,2023-11-12,4398,6529,4450
T00369,S015,P0004,C00138,2023-05-29,4,190.68,Books,56.75,0.16,South,Manager_15,2182,2023-05-29,2023-06-04,4982,5323,4513
T00370,S015,P0092,C00099,2023-04-09,4,410.36,Electronics,117.92,0.13,South,Manager_15,2182,2023-04-03,2023-04-09,1140,2789,4126
T00371,S014,P0020,C00192,2023-03-17,3,594.71,Toys,225.27,0.12,North,Manager_14,2193,2023-03-13,2023-03-19,1985,4603,4985
T00372,S014,P0060,C00243,2023-10-09,1,41.38,Clothing,41.8,0.01,North,Manager_14,2193,2023-10-09,2023-10-15,1808,1978,2963
T00373,S002,P0024,C00049,2023-04-19,3,652.1,Electronics,286.01,0.24,West,Manager_2,4354,2023-04-17,2023-04-23,4569,1746,812
T00374,S013,P0050,C00032,2023-07-07,4,264.79,Toys,90.68,0.27,East,Manager_13,1135,2023-07-03,2023-07-09,8940,3156,4366
T00375,S014,P0049,C00277,2023-07-18,4,541.76,Clothing,159.34,0.15,North,Manager_14,2193,2023-07-17,2023-07-23,3845,2481,3801
